week,agent_role,action,reward,done,policy_type,model_name,tool_order,llm_order,difference,consensus_gap,state_json,next_state_json,info_json
1,Factory,10,-62.0,False,llm,Qwen/Qwen3-4B,,10,,6,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 0, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 62.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Retailer,8,-22.0,False,llm,Qwen/Qwen3-4B,,8,,42,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 16, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 4, ""last_order"": 8, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 22.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Wholesaler,14,-22.0,False,llm,Qwen/Qwen3-4B,,14,,42,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 16, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 8, ""last_order"": 14, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 22.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Distributor,50,-22.0,False,llm,Qwen/Qwen3-4B,,50,,42,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 14, ""last_order"": 50, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 22.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Factory,10,-22.0,False,llm,Qwen/Qwen3-4B,,10,,42,"{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 50, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 22.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Retailer,56,-145.0,False,llm,Qwen/Qwen3-4B,,56,,42,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 4, ""last_order"": 8, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 56, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 118.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Wholesaler,14,-145.0,False,llm,Qwen/Qwen3-4B,,14,,42,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 8, ""last_order"": 14, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 4, ""incoming_shipments"": 24, ""pipeline_inventory"": 24, ""last_customer_demand"": 56, ""last_order"": 14, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 118.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Distributor,30,-145.0,False,llm,Qwen/Qwen3-4B,,30,,42,"{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 14, ""last_order"": 50, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 6, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 14, ""last_order"": 30, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 118.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Factory,20,-145.0,False,llm,Qwen/Qwen3-4B,,20,,42,"{""inventory"": 0, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 50, ""last_order"": 10, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 30, ""last_order"": 20, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 118.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
4,Retailer,56,-324.05,False,llm,Qwen/Qwen3-4B,,56,,42,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 56, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 14, ""pipeline_inventory"": 14, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 254.0, ""bullwhip"": 100.5, ""negotiation_proposals"": null}"
4,Wholesaler,32,-324.05,False,llm,Qwen/Qwen3-4B,,32,,42,"{""inventory"": 0, ""backlog"": 4, ""incoming_shipments"": 24, ""pipeline_inventory"": 24, ""last_customer_demand"": 56, ""last_order"": 14, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 28, ""pipeline_inventory"": 28, ""last_customer_demand"": 56, ""last_order"": 32, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 254.0, ""bullwhip"": 100.5, ""negotiation_proposals"": null}"
4,Distributor,14,-324.05,False,llm,Qwen/Qwen3-4B,,14,,42,"{""inventory"": 6, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 14, ""last_order"": 30, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 2, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 32, ""last_order"": 14, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 254.0, ""bullwhip"": 100.5, ""negotiation_proposals"": null}"
4,Factory,30,-324.05,False,llm,Qwen/Qwen3-4B,,30,,42,"{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 30, ""last_order"": 20, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 30, ""pipeline_inventory"": 30, ""last_customer_demand"": 14, ""last_order"": 30, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 254.0, ""bullwhip"": 100.5, ""negotiation_proposals"": null}"
5,Retailer,56,-505.8921875,False,llm,Qwen/Qwen3-4B,,56,,42,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 14, ""pipeline_inventory"": 14, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 24, ""pipeline_inventory"": 24, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 400.0, ""bullwhip"": 78.92187500000001, ""negotiation_proposals"": null}"
5,Wholesaler,32,-505.8921875,False,llm,Qwen/Qwen3-4B,,32,,42,"{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 28, ""pipeline_inventory"": 28, ""last_customer_demand"": 56, ""last_order"": 32, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 92, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 56, ""last_order"": 32, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 400.0, ""bullwhip"": 78.92187500000001, ""negotiation_proposals"": null}"
5,Distributor,14,-505.8921875,False,llm,Qwen/Qwen3-4B,,14,,42,"{""inventory"": 2, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 32, ""last_order"": 14, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 30, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 32, ""last_order"": 14, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 400.0, ""bullwhip"": 78.92187500000001, ""negotiation_proposals"": null}"
5,Factory,40,-505.8921875,False,llm,Qwen/Qwen3-4B,,40,,42,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 30, ""pipeline_inventory"": 30, ""last_customer_demand"": 14, ""last_order"": 30, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 74, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 14, ""last_order"": 40, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 400.0, ""bullwhip"": 78.92187500000001, ""negotiation_proposals"": null}"
6,Retailer,56,-652.9229166666667,False,llm,Qwen/Qwen3-4B,,56,,18,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 24, ""pipeline_inventory"": 24, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 28, ""pipeline_inventory"": 28, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 518.0, ""bullwhip"": 79.22916666666667, ""negotiation_proposals"": null}"
6,Wholesaler,48,-652.9229166666667,False,llm,Qwen/Qwen3-4B,,48,,18,"{""inventory"": 0, ""backlog"": 92, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 56, ""last_order"": 32, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 134, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 56, ""last_order"": 48, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 518.0, ""bullwhip"": 79.22916666666667, ""negotiation_proposals"": null}"
6,Distributor,38,-652.9229166666667,False,llm,Qwen/Qwen3-4B,,38,,18,"{""inventory"": 0, ""backlog"": 30, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 32, ""last_order"": 14, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 52, ""incoming_shipments"": 30, ""pipeline_inventory"": 30, ""last_customer_demand"": 48, ""last_order"": 38, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 518.0, ""bullwhip"": 79.22916666666667, ""negotiation_proposals"": null}"
6,Factory,40,-652.9229166666667,False,llm,Qwen/Qwen3-4B,,40,,18,"{""inventory"": 0, ""backlog"": 74, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 14, ""last_order"": 40, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 68, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 38, ""last_order"": 40, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 518.0, ""bullwhip"": 79.22916666666667, ""negotiation_proposals"": null}"
7,Retailer,56,-909.27265625,False,llm,Qwen/Qwen3-4B,,56,,18,"{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 28, ""pipeline_inventory"": 28, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 724.0, ""bullwhip"": 82.7265625, ""negotiation_proposals"": null}"
7,Wholesaler,56,-909.27265625,False,llm,Qwen/Qwen3-4B,,56,,18,"{""inventory"": 0, ""backlog"": 134, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 56, ""last_order"": 48, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 188, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 724.0, ""bullwhip"": 82.7265625, ""negotiation_proposals"": null}"
7,Distributor,38,-909.27265625,False,llm,Qwen/Qwen3-4B,,38,,18,"{""inventory"": 0, ""backlog"": 52, ""incoming_shipments"": 30, ""pipeline_inventory"": 30, ""last_customer_demand"": 48, ""last_order"": 38, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 90, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 56, ""last_order"": 38, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 724.0, ""bullwhip"": 82.7265625, ""negotiation_proposals"": null}"
7,Factory,40,-909.27265625,False,llm,Qwen/Qwen3-4B,,40,,18,"{""inventory"": 0, ""backlog"": 68, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 38, ""last_order"": 40, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 76, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 38, ""last_order"": 40, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 724.0, ""bullwhip"": 82.7265625, ""negotiation_proposals"": null}"
8,Retailer,64,-1116.040625,False,llm,Qwen/Qwen3-4B,,64,,22,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 22, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 890.0, ""bullwhip"": 90.40625000000001, ""negotiation_proposals"": null}"
8,Wholesaler,56,-1116.040625,False,llm,Qwen/Qwen3-4B,,56,,22,"{""inventory"": 0, ""backlog"": 188, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 234, ""incoming_shipments"": 30, ""pipeline_inventory"": 30, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 890.0, ""bullwhip"": 90.40625000000001, ""negotiation_proposals"": null}"
8,Distributor,42,-1116.040625,False,llm,Qwen/Qwen3-4B,,42,,22,"{""inventory"": 0, ""backlog"": 90, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 56, ""last_order"": 38, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 126, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 56, ""last_order"": 42, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 890.0, ""bullwhip"": 90.40625000000001, ""negotiation_proposals"": null}"
8,Factory,50,-1116.040625,False,llm,Qwen/Qwen3-4B,,50,,22,"{""inventory"": 0, ""backlog"": 76, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 38, ""last_order"": 40, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 74, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 42, ""last_order"": 50, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 890.0, ""bullwhip"": 90.40625000000001, ""negotiation_proposals"": null}"
9,Retailer,64,-1315.5526041666667,False,llm,Qwen/Qwen3-4B,,64,,22,"{""inventory"": 22, ""backlog"": 0, ""incoming_shipments"": 12, ""pipeline_inventory"": 12, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 1048.0, ""bullwhip"": 95.52604166666667, ""negotiation_proposals"": null}"
9,Wholesaler,56,-1315.5526041666667,False,llm,Qwen/Qwen3-4B,,56,,22,"{""inventory"": 0, ""backlog"": 234, ""incoming_shipments"": 30, ""pipeline_inventory"": 30, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 288, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 1048.0, ""bullwhip"": 95.52604166666667, ""negotiation_proposals"": null}"
9,Distributor,42,-1315.5526041666667,False,llm,Qwen/Qwen3-4B,,42,,22,"{""inventory"": 0, ""backlog"": 126, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 56, ""last_order"": 42, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 152, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 42, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 1048.0, ""bullwhip"": 95.52604166666667, ""negotiation_proposals"": null}"
9,Factory,50,-1315.5526041666667,False,llm,Qwen/Qwen3-4B,,50,,22,"{""inventory"": 0, ""backlog"": 74, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 42, ""last_order"": 50, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 76, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 42, ""last_order"": 50, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 1048.0, ""bullwhip"": 95.52604166666667, ""negotiation_proposals"": null}"
10,Retailer,64,-1473.2339285714286,False,llm,Qwen/Qwen3-4B,,64,,14,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 18, ""backlog"": 0, ""incoming_shipments"": 30, ""pipeline_inventory"": 30, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 1174.0, ""bullwhip"": 102.33928571428572, ""negotiation_proposals"": null}"
10,Wholesaler,56,-1473.2339285714286,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 288, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 332, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 1174.0, ""bullwhip"": 102.33928571428572, ""negotiation_proposals"": null}"
10,Distributor,56,-1473.2339285714286,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 152, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 42, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 1174.0, ""bullwhip"": 102.33928571428572, ""negotiation_proposals"": null}"
10,Factory,50,-1473.2339285714286,False,llm,Qwen/Qwen3-4B,,50,,14,"{""inventory"": 0, ""backlog"": 76, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 42, ""last_order"": 50, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 78, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 1174.0, ""bullwhip"": 102.33928571428572, ""negotiation_proposals"": null}"
11,Retailer,64,-1615.744921875,False,llm,Qwen/Qwen3-4B,,64,,14,"{""inventory"": 18, ""backlog"": 0, ""incoming_shipments"": 30, ""pipeline_inventory"": 30, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1288.0, ""bullwhip"": 107.44921875000001, ""negotiation_proposals"": null}"
11,Wholesaler,56,-1615.744921875,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 332, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 366, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1288.0, ""bullwhip"": 107.44921875000001, ""negotiation_proposals"": null}"
11,Distributor,56,-1615.744921875,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 184, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1288.0, ""bullwhip"": 107.44921875000001, ""negotiation_proposals"": null}"
11,Factory,50,-1615.744921875,False,llm,Qwen/Qwen3-4B,,50,,14,"{""inventory"": 0, ""backlog"": 78, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 84, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1288.0, ""bullwhip"": 107.44921875000001, ""negotiation_proposals"": null}"
12,Retailer,64,-1743.142361111111,False,llm,Qwen/Qwen3-4B,,64,,14,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 32, ""backlog"": 0, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1392.0, ""bullwhip"": 111.4236111111111, ""negotiation_proposals"": null}"
12,Wholesaler,56,-1743.142361111111,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 366, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 390, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1392.0, ""bullwhip"": 111.4236111111111, ""negotiation_proposals"": null}"
12,Distributor,56,-1743.142361111111,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 184, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 200, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1392.0, ""bullwhip"": 111.4236111111111, ""negotiation_proposals"": null}"
12,Factory,50,-1743.142361111111,False,llm,Qwen/Qwen3-4B,,50,,14,"{""inventory"": 0, ""backlog"": 84, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 90, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1392.0, ""bullwhip"": 111.4236111111111, ""negotiation_proposals"": null}"
13,Retailer,64,-1855.4603125,False,llm,Qwen/Qwen3-4B,,64,,14,"{""inventory"": 32, ""backlog"": 0, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 54, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1486.0, ""bullwhip"": 114.603125, ""negotiation_proposals"": null}"
13,Wholesaler,56,-1855.4603125,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 390, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 414, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1486.0, ""bullwhip"": 114.603125, ""negotiation_proposals"": null}"
13,Distributor,56,-1855.4603125,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 200, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 206, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1486.0, ""bullwhip"": 114.603125, ""negotiation_proposals"": null}"
13,Factory,50,-1855.4603125,False,llm,Qwen/Qwen3-4B,,50,,14,"{""inventory"": 0, ""backlog"": 90, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 96, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1486.0, ""bullwhip"": 114.603125, ""negotiation_proposals"": null}"
14,Retailer,64,-1977.7204545454545,False,llm,Qwen/Qwen3-4B,,64,,14,"{""inventory"": 54, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 86, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1590.0, ""bullwhip"": 117.20454545454544, ""negotiation_proposals"": null}"
